Index,Date,Time,Longitude,Latitude,Magnitude,Depth,Location
647,2021-11-29,17:46:37,107.3,40.88,3.4,10,"Bayannaoer,InnerMongolia"
648,2021-11-29,20:43:23,94.61,37.34,3.2,8,"Geermu,Qinghai"
649,2021-11-30,21:53:43,87.94,31.76,5.8,10,"Shuanghu,Tibet"
650,2021-12-01,5:39:34,104.97,28.34,4.2,9,"Changning,Sichuan"
651,2021-12-01,16:30:50,87.77,31.75,3.5,10,"Shuanghu,Tibet"
652,2021-12-03,1:40:45,90.63,31.18,3.3,10,"Bange,Tibet"
653,2021-12-03,10:38:30,82.39,41.62,3.7,23,"Xinhe,Xinjiang"
654,2021-12-04,12:08:47,89.29,37.32,3,10,"Ruoqiang,Xinjiang"
655,2021-12-05,9:43:10,89.38,37.15,3.9,8,"Ruoqiang,Xinjiang"
656,2021-12-05,9:48:05,89.28,37.08,3.9,9,"Ruoqiang,Xinjiang"
657,2021-12-06,14:26:53,100.58,34.21,4.7,9,"Gande,Qinghai"
658,2021-12-06,21:05:52,122.02,24.92,4.5,90,"CoastalareanearYilan,Taiwan,China"
659,2021-12-07,19:44:18,109.03,22.72,3,10,"Hengxian,Guangxi"
660,2021-12-08,2:59:27,90.99,34.05,3.7,10,"Tanggula,Qinghai"
661,2021-12-08,12:23:19,87.35,28.77,3.2,10,"Dingri,Tibet"
662,2021-12-08,17:18:59,121.14,33.48,3.8,15,"CoastalareanearDafeng,Jiangsu"
663,2021-12-10,1:36:33,85.23,34.22,3.3,10,"Gaize,Tibet"
664,2021-12-10,12:36:03,89.36,37.1,3.2,10,"Ruoqiang,Xinjiang"
665,2021-12-10,19:25:40,105.14,28.12,3.7,8,"Xingwen,Sichuan"
666,2021-12-11,8:38:59,80.86,34.84,3.3,10,"Ritu,Tibet"
667,2021-12-12,6:54:03,101.94,27.34,3,11,"Yanyuan,Sichuan"
668,2021-12-12,14:06:18,105.44,29.26,3.2,8,"Luxian,Sichuan"
669,2021-12-12,14:11:22,105.44,29.26,3,8,"Luxian,Sichuan"
670,2021-12-13,10:03:20,77.16,39.94,3.2,10,"Atushi,Xinjiang"
671,2021-12-14,20:32:14,95.79,28.89,3,20,"Motuo,Tibet"
672,2021-12-15,4:07:12,87.41,28.59,3.5,10,"Dingri,Tibet"
673,2021-12-16,8:05:48,87.96,31.79,3,21,"Shuanghu,Tibet"
674,2021-12-17,14:54:39,88.82,43.43,4.4,25,"Wulumuqi,Xinjiang"
675,2021-12-18,3:00:51,105.04,32.38,3,16,"Qingchuan,Sichuan"
676,2021-12-19,7:23:03,82.71,44,3.2,13,"Nileke,Xinjiang"
677,2021-12-19,7:54:29,92.73,38.95,5.3,10,"Mangai,Qinghai"
678,2021-12-21,1:55:09,102.87,27.11,3.3,8,"Ningnan,Sichuan"
679,2021-12-21,10:18:34,101.26,31.82,3.3,12,"Rangtang,Sichuan"
680,2021-12-21,18:59:32,120.5,23.14,3.8,19,"Tainan,Taiwan"
681,2021-12-22,6:36:59,95.68,29.13,3,10,"Motuo,Tibet"
682,2021-12-22,21:46:17,120,31.75,4.2,10,"Changzhou,Jiangsu"
683,2021-12-24,15:58:29,102.22,26.05,3.2,8,"Wuding,Yunnan"
684,2021-12-24,20:37:52,101.67,22.31,3.2,6,Laos
685,2021-12-24,21:43:22,101.69,22.33,6,15,Laos
686,2021-12-24,21:56:48,101.66,22.33,3.3,8,Laos
687,2021-12-24,22:02:28,101.66,22.33,4.9,10,Laos
688,2021-12-25,2:59:36,101.67,22.32,3.3,8,Laos
689,2021-12-26,2:25:28,82.9,31.17,3.2,10,"Geji,Tibet"
690,2021-12-26,15:38:19,82.98,39.98,3.9,20,"Shaya,Xinjiang"
691,2021-12-28,15:14:31,82.65,43.37,3.3,13,"Xinyuan,Xinjiang"
692,2021-12-30,5:30:23,94.67,36.92,4.9,10,"Geermu,Qinghai"
693,2021-12-30,14:47:08,122.5,23.9,5.1,20,"CoastalareanearHualian,Taiwan,China"
694,2021-12-31,13:03:26,101.66,22.33,3.4,12,Laos
695,2021-12-31,22:53:00,101.67,22.35,4.8,10,Laos
